Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed
30,52,37,25,10.73
26,33,17,21,4.73
39,48,30,23,8.4
37,45,27,25,8
37,46,28,24,7.7
27,34,20,22,7.06
36,46,26,25,7.83
17,25,8,0,0
37,45,29,25,6.9
24,29,19,24,6.66
25,30,20,24,11.2
21,27,15,23,8.8
39,48,29,32,11.06
38,49,26,29,13.8
34,41,26,22,10.23
57,67,48,28,7.43
57,68,47,29,3.83
61,73,49,31,6.16
60,73,46,34,4.43
58,70,45,34,5.26
57,70,43,22,4.9
57,67,46,20,5.2
51,64,37,26,9.43
50,64,35,27,13.66
49,65,33,27,11.8
48,62,33,26,12.2
50,65,35,26,10.6
49,66,32,28,12.06
53,65,39,26,13.16
55,68,41,28,12.2
43,61,26,30,2.4
51,66,37,27,11.1
48,64,31,22,8.53
48,68,28,29,8.6
52,68,37,24,10.2
52,69,35,28,10.23
53,68,36,27,4.83
49,68,28,19,3.03
50,68,31,29,10
50,69,30,31,2.23
49,63,34,28,11.2
40,64,30,29,10.33
47,59,34,28,10.33
44,63,25,31,9.26
50,63,37,29,9.33
47,61,31,30,12.26
45,60,29,31,14.03
47,62,32,29,11.63
44,60,28,23,3.16
47,63,31,17,3.13
68,80,56,8,2.6
61,77,45,18,3.66
57,73,40,22,3.56
50,70,29,17,2.3
45,55,35,24,8.93
60,60,60,25,50.06
52,61,43,24,10.03
54,63,46,25,11.3
49,63,35,16,4.03
46,64,28,30,4.23
49,66,32,14,5.5
44,53,34,26,9.4
40,48,30,28,8.33
37,44,29,25,11.6
44,53,34,26,7.06
50,55,44,23,10.83
55,63,46,22,10.53
40,48,31,27,12.26
40,49,31,27,9.16
56,65,46,29,9.76
63,69,56,24,12.16
62,70,54,25,7.26
61,69,52,27,11.43
60,67,52,25,8.16
63,70,55,25,8.9
66,74,58,25,10.56
42,62,23,28,7.3
42,63,21,29,12.76
32,40,23,34,11.43
28,36,20,23,11.76
46,66,25,29,10.86
41,51,30,26,11.66
43,54,33,25,10.6
44,54,34,26,14.3
43,55,31,25,15.76
41,50,30,23,13.53
43,49,31,25,11.7
40,50,29,25,10.23
51,72,30,27,9.56
55,70,39,28,8.53
48,71,33,27,6.53
56,71,41,27,9.3
51,60,42,27,4.53
49,69,29,24,2.83
57,72,42,22,3.33
61,77,44,31,2.73
58,73,42,17,4
59,73,45,27,3.96
52,74,29,23,2.3
58,74,42,22,0.4
52,61,43,26,10.16
40,47,31,26,10.4
53,62,44,28,11.83
57,64,49,26,11.8
46,57,34,26,11.3
46,55,36,26,9.93
48,58,37,26,10.33
80,86,73,9,8.2
49,55,43,25,9.53
61,69,54,24,8.53
67,77,57,26,7.86
65,74,57,25,8.43
61,70,52,25,7.46
41,56,26,33,7.53
43,57,29,32,7.93
48,63,33,30,12.23
47,63,31,30,10.36
44,54,33,31,10.1
55,63,46,26,8.8
59,68,50,30,5.76
52,64,40,26,8.5
48,63,33,29,6.83
56,64,48,27,7.23
56,66,46,26,6.8
56,67,44,27,6.4
57,66,48,28,3.93
53,67,39,16,7.66
52,68,35,28,8.86
56,71,40,17,8.3
60,73,46,17,3.66
61,74,48,18,8.53
67,78,56,16,7.33
56,70,40,29,7.13
58,70,44,18,8.53
66,77,54,7,10.3
49,69,28,16,5.56
59,71,47,17,7.1
59,70,46,17,8.93
60,74,45,15,4.9
53,68,37,12,2.43
58,70,46,28,8.16
63,70,55,16,13.56
62,74,50,17,9.53
49,65,33,18,8.53
53,68,38,18,7.83
53,69,36,17,7.9
59,73,45,18,7.73
62,75,48,18,9.36
56,69,41,17,6.3
56,70,41,27,8.16
51,64,38,18,2.7
57,69,45,27,12.16
42,50,33,27,9.86
55,66,44,25,7.36
62,70,54,23,10
60,69,50,24,9.83
57,69,45,27,12.16
56,65,48,23,11.13
58,67,48,26,8.9
50,68,32,20,3.96
57,72,41,23,1.93
54,70,38,20,2.53
50,59,41,26,3.33
57,67,46,22,2.9
55,66,42,19,6.63
59,77,40,23,3.06
48,59,37,27,12.13
51,62,40,25,8.83
48,58,36,26,9.63
51,62,40,25,8.2
34,42,27,22,8.5
42,53,31,29,8.53
41,53,28,28,5.33
42,53,30,27,8.13
40,52,28,23,13.76
42,52,31,30,14.4
38,50,27,21,3.03
37,47,27,25,10.2
49,64,33,30,10.8
60,72,46,21,6.95
56,70,43,17,7.08
64,78,50,21,5.35
63,76,49,24,6.3
41,49,33,18,4.61
43,49,36,17,6.47
38,48,28,7,10.75
24,36,10,5,4.17
39,45,33,16,9.18
40,45,35,9,4.6
40,50,30,14,10.38
40,50,29,8,4.97
37,47,28,14,6.97
60,60,60,16,3.38
41,48,34,13,5.9
40,46,34,7,8.81
43,49,38,17,5.3
41,49,33,12,7.04
47,55,40,17,6.92
40,50,30,14,6.14
41,46,35,12,8.22
22,31,12,14,7.84
35,47,22,24,1.64
31,36,24,11,7.25
36,49,23,17,1.81
42,51,33,11,8.88
60,60,60,12,1.98
60,60,60,0,0
60,60,60,29,14.25
45,50,41,15,5.27
45,50,39,19,8.78
34,37,31,15,15.82
40,51,28,16,2.35
27,36,18,9,6.54
5,9,1,7,26.58
60,60,60,17,3.95
42,47,36,13,5.47
62,81,43,18,4.98
62,75,49,19,4.98
74,87,61,15,2.37
70,84,56,16,2.64
56,73,38,21,5.04
62,77,46,19,5.55
59,71,46,23,9.04
63,73,52,0,0
68,79,57,32,3.21
60,75,44,24,3.97
66,79,53,16,4.08
64,73,54,19,4.82
55,62,48,0,0
67,77,56,30,3.77
63,71,56,29,4.61
65,72,57,20,2.68
63,68,57,23,4.34
66,78,53,25,6.44
68,80,55,25,5.04
64,74,53,25,5.45
62,71,52,26,4.92
64,70,58,24,3.78
63,70,55,24,6.21
57,65,49,19,10.3
61,68,52,15,2.84
65,77,53,31,3.7
64,76,52,29,5.04
45,65,25,22,5.2
51,68,34,17,5.27
45,63,27,20,5.87
53,68,36,18,6.8
53,67,38,13,3.04
57,77,37,19,5.57
40,47,32,18,9.11
36,45,27,23,8.14
43,52,33,26,8.91
43,52,33,26,8.91
68,79,56,10,6.67
74,81,67,11,8.08
66,79,52,23,6.27
65,78,52,17,7.58
75,79,70,20,8.04
74,82,67,11,6.14
70,81,58,19,6.64
67,77,56,24,6.62
65,80,50,26,5.41
71,79,62,23,5.52
68,80,56,20,7.57
73,81,63,19,8.25
61,75,47,24,5.3
55,68,42,19,4.7
57,67,46,24,10.24
56,70,42,19,7
58,72,44,24,6.44
62,74,49,18,7.78
75,82,68,14,3
77,84,69,10,9.2
75,83,66,4,12.41
74,81,66,8,11.21
74,79,68,9,12.28
57,71,42,20,3.07
57,72,42,20,2.52
50,65,35,15,8.22
36,43,29,18,10.08
41,50,32,19,10.47
41,51,33,19,9.67
45,54,35,24,12.08
37,44,29,19,9.25
44,53,36,18,11.64
47,58,37,24,7.05
39,48,30,24,10.15
41,52,31,24,11.47
35,42,26,25,10.21
39,48,29,25,11.25
46,55,36,22,12.57
36,44,28,21,11.11
45,57,32,24,13
38,48,28,25,10.84
55,69,41,19,9.92
58,75,41,24,10.31
53,71,34,22,9
61,79,43,19,8.42
56,70,43,20,9.12
62,77,46,22,11.27
42,52,32,22,10.82
45,56,34,22,3.4
45,55,34,21,10.41
48,58,36,22,9.87
52,65,39,20,7.4
65,80,50,22,4.64
65,78,51,17,5.68
68,78,57,23,5.54
65,80,50,23,7.3
63,77,49,22,3.41
32,42,22,26,10.41
26,36,16,26,8.3
34,43,25,27,8.42
43,54,31,26,7.15
45,56,34,25,8.35
37,45,30,22,9.4
32,39,25,23,9.14
24,31,16,21,8.22
35,43,26,24,8.05
34,42,27,22,9.02
33,40,26,21,7.88
26,33,19,21,6.52
32,39,26,21,8.47
21,29,11,0,0
34,40,27,21,8.02
24,31,17,20,7.15
28,35,20,16,7.07
26,35,17,14,6.62
36,43,28,27,9.18
35,43,26,22,11.31
33,41,24,22,8.85
64,77,50,20,8.5
62,77,47,19,6.55
64,76,51,21,5.17
64,79,49,23,4.27
64,78,49,21,5.67
61,77,45,22,5.41
59,73,45,16,6.34
52,63,39,21,8.38
50,61,39,23,11.31
54,66,42,20,10.92
51,62,39,23,10.48
56,68,44,25,11.62
52,65,38,21,11.25
50,59,40,23,10.52
53,65,39,20,9.87
44,61,26,25,4.84
47,61,33,20,12.84
48,63,31,19,9.38
45,59,30,26,12.38
49,64,34,21,9.64
49,63,34,27,7.82
51,65,37,26,8
49,64,34,19,5.17
49,63,34,26,10.71
49,66,33,19,4.75
50,65,35,25,11.82
51,65,36,24,11.5
45,58,32,24,11.95
51,68,33,27,10.62
48,61,35,23,12.1
51,68,33,26,8.32
48,66,30,24,9.87
47,62,32,22,13.35
47,63,31,11,4.4
49,65,33,14,3.17
68,78,58,11,3.78
65,76,52,13,5.47
57,70,44,19,3.25
52,71,33,15,5.87
33,43,21,22,7.1
60,60,60,25,33.88
42,53,30,25,8.25
41,49,32,23,9.37
57,72,43,20,6.22
58,75,41,20,9.5
62,81,42,17,4.02
34,44,24,22,7.65
28,35,20,23,7.32
31,38,24,22,9.58
32,42,21,18,5.62
40,48,31,18,9.62
42,48,35,18,10.17
31,39,23,23,8.62
30,38,21,20,7.11
47,59,35,28,9.4
55,62,47,17,9.7
52,63,40,19,6.87
50,62,38,21,8.47
49,61,37,21,6.08
51,63,39,20,7.45
55,67,43,16,7.8
42,56,27,27,10.68
40,56,24,24,12.74
34,43,25,28,14.38
32,40,23,23,13.21
42,57,26,25,10.21
36,47,25,22,10.5
37,47,27,22,10.72
39,49,28,22,9.87
39,49,28,23,11.58
35,46,23,21,10.78
36,46,25,24,7.21
35,46,23,26,8.98
62,80,44,24,10.05
63,79,47,19,11.24
61,78,44,22,9.77
64,78,49,21,10.48
54,61,45,20,5.54
51,70,31,18,5.54
55,68,43,25,4.75
62,78,45,28,2.32
56,70,41,17,5.24
59,70,47,18,3.65
52,72,32,25,3.74
58,72,44,23,2.94
38,48,29,23,7.17
35,42,26,18,11.1
41,49,31,23,6.87
44,52,35,28,9.31
38,50,26,25,8.84
35,43,26,28,7.12
37,46,27,20,5.9
80,87,74,7,6.52
37,45,29,18,9.48
54,66,41,19,7.21
60,71,48,22,8.34
57,70,45,18,8.15
53,64,41,20,6.62
38,52,24,25,12.88
40,54,26,25,13.08
46,60,30,22,14.6
48,64,32,22,13.74
40,52,28,23,12.57
46,60,32,25,8.1
54,66,41,21,6.84
50,63,37,24,8.68
48,58,37,22,8.3
50,62,38,22,8.11
61,72,49,20,7.94
52,65,40,23,7.62
51,63,38,23,3.48
66,77,54,19,11
61,79,43,17,10.6
65,81,49,18,6.84
68,81,55,18,3.05
67,81,52,17,6.47
72,82,62,12,8.95
64,80,48,17,9
67,80,53,18,7.11
71,83,58,14,9.97
58,78,38,19,9.12
68,80,57,20,7.81
67,79,54,19,8.81
70,84,57,10,9.22
66,81,52,21,5.32
68,79,56,19,8.38
68,75,60,16,8.65
68,81,55,17,5.05
62,78,45,17,9.92
69,82,54,12,9.18
67,81,51,19,8.6
67,80,53,18,6.4
67,81,52,17,6.7
64,78,49,17,7.95
65,80,50,16,8.97
57,67,46,20,4.92
47,58,35,25,10.01
31,40,22,28,6.32
45,58,32,25,6.04
51,60,42,16,10.54
49,60,35,19,9.65
47,58,35,25,10.01
46,56,36,24,9.87
47,56,36,25,9.14
51,67,34,13,4.42
57,70,42,22,5.85
53,65,41,13,4.91
52,60,44,17,4.08
56,65,46,22,7.61
54,66,41,20,6.74
58,75,41,28,4.37
39,51,27,25,10.3
43,56,30,24,7.82
37,49,24,24,7.4
44,55,31,20,6.65
31,37,24,13,7.42
38,46,30,26,8.77
34,41,26,21,8.41
34,40,28,19,9.05
45,61,28,22,10.64
48,62,33,26,11.3
48,62,34,25,4.3
45,59,30,22,12.44
48,65,32,29,9.54
61,70,53,13,6.32
62,71,51,10,7.97
66,72,60,8,8.21
64,73,55,12,7.97
43,52,33,21,4.37
44,48,39,14,7.54
39,50,27,10,9.34
26,37,15,15,4.78
38,43,33,19,12.14
43,51,33,13,3
39,51,26,22,3.12
39,50,28,13,6.92
38,52,24,20,2.81
60,60,60,23,2.48
42,50,34,14,2.61
42,50,34,13,4.75
44,49,38,11,8.22
41,51,31,13,7.11
47,51,42,12,8.64
42,55,29,9,6.91
42,46,37,4,7.05
24,31,16,11,5.64
35,48,23,9,1.52
32,37,25,22,4.04
39,51,27,17,1.72
44,55,32,9,3.84
60,60,60,11,1.85
60,60,60,0,0
60,60,60,15,13.36
47,50,43,14,4.64
45,51,39,15,4.65
33,38,28,15,13.02
41,54,29,26,1.51
29,39,18,9,6.28
9,12,5,7,19.47
60,60,60,12,5.42
41,48,34,13,3.98
57,76,38,31,6.24
59,70,47,26,9.72
72,82,60,19,4.4
67,80,53,21,3.67
53,68,37,24,6.21
63,71,54,7,6.88
57,66,47,15,6.52
60,67,53,0,0
65,77,53,29,4.24
57,73,40,29,7.31
65,79,51,26,8.71
61,73,49,19,5.37
54,62,46,0,0
63,75,51,23,7.14
61,70,51,28,5.94
66,77,55,24,2.9
65,73,57,26,5.94
62,75,49,24,5.07
62,75,48,25,4.01
62,74,49,24,5.8
59,70,48,24,5.12
66,74,59,30,4.15
59,68,52,27,10.17
55,64,45,24,12.74
62,74,50,25,3.75
61,74,47,30,6.97
61,74,48,27,6.95
41,56,25,16,5.15
46,56,35,19,10.48
44,56,31,23,5.35
47,57,36,20,9.54
50,60,39,25,4.1
52,64,39,18,8.94
49,59,38,18,4.05
48,62,33,10,5.61
51,64,37,15,4.82
51,64,37,15,4.82
72,79,63,7,8.67
77,82,71,9,9.71
68,79,56,8,7.9
67,74,59,8,10.95
77,82,73,9,9.84
76,83,69,9,8.18
72,82,62,8,7.62
67,72,61,13,6.62
68,77,58,10,6.68
74,82,66,16,5.01
72,80,63,12,7.27
75,82,69,9,8.78
62,71,52,10,3.94
61,72,49,10,5.27
61,70,52,12,8.97
61,72,49,9,5.51
60,71,49,11,6.28
63,72,54,9,7.91
75,81,68,21,2.57
78,84,72,4,12.27
76,84,69,5,14.84
75,81,69,4,13.6
74,78,70,4,16.94
54,65,42,25,4.31
54,65,44,15,1.78
48,60,35,17,9.91
50,62,37,11,6.44
53,70,36,15,8.42
55,68,42,14,5.94
56,69,42,14,8.85
53,66,39,14,7.81
56,69,42,14,7.22
57,71,43,10,3.32
49,64,35,14,7.64
54,66,41,10,6.8
49,63,34,17,6.64
53,68,37,16,9.18
58,71,46,18,11.92
52,65,39,17,11.57
57,72,42,19,12.24
53,68,38,17,11.41
58,69,46,13,13.58
54,63,44,16,14.34
51,62,39,17,13.57
58,68,48,11,8.44
58,71,43,12,9
59,68,49,13,11.75
55,68,42,8,5.75
61,73,48,9,1.61
56,70,42,11,6.87
60,72,46,8,4.52
60,73,46,12,4.34
70,76,63,9,8.92
72,78,65,9,8.41
71,75,66,10,10.58
67,74,59,9,8.54
68,73,63,9,6.37
41,54,28,13,9.05
38,50,26,19,6.2
44,55,32,14,6.1
52,66,38,13,4.24
50,62,36,9,6.47
47,54,39,9,9.14
46,56,35,13,7
40,52,27,16,5.67
49,62,36,13,5.38
50,65,34,16,5.74
49,63,36,15,6.81
43,57,30,19,4.92
48,62,34,17,5.81
44,54,32,0,0
49,60,37,18,5.6
42,52,31,16,6.22
46,55,36,16,9.87
45,59,31,15,6.34
56,68,44,16,11.28
54,67,40,18,14.27
53,66,39,16,11.2
63,70,56,8,9.25
63,70,55,8,7.38
68,72,64,9,9.6
67,73,59,9,5.42
64,70,58,8,6.45
63,70,56,8,6.02
61,69,53,16,6.62
58,71,44,12,4.67
58,70,46,15,8.38
58,70,45,12,10.5
56,68,44,14,8.24
58,67,47,10,10.3
56,72,41,18,9.61
58,70,46,14,7.04
49,61,36,24,5.85
39,52,26,24,3.18
43,57,29,25,10.11
43,56,30,13,4.5
45,59,31,9,8.54
43,56,29,23,7.24
45,59,30,13,7.02
46,59,33,24,4.88
44,58,30,13,2.38
49,63,36,26,6.67
47,60,34,32,3.38
55,68,42,13,12.4
58,72,43,19,12.92
55,69,41,21,11.97
51,63,39,16,11.01
58,71,45,18,13.8
50,63,36,23,8.08
48,59,36,21,13.45
50,63,37,21,9.48
44,56,30,26,8.52
45,56,32,27,5.78
68,76,59,20,9.08
61,73,49,11,9.08
52,64,40,22,5.5
48,63,32,19,6.51
44,60,27,14,3.22
60,60,60,21,24.75
47,59,34,11,5.75
53,65,41,10,4.32
53,64,42,17,4.97
51,64,39,22,12.78
58,72,43,16,8.2
47,60,34,32,6.58
45,57,33,19,5.58
47,58,34,10,7.42
45,58,31,13,4.54
48,59,37,9,5.81
53,62,44,14,4.91
43,56,30,10,5.31
45,58,31,21,5.24
53,67,40,18,4.05
56,61,50,8,10.81
58,70,45,9,6.17
56,68,42,10,6.64
55,68,41,10,3.88
55,68,42,10,7.02
58,70,46,8,8.52
44,57,32,18,8.15
44,55,28,17,9.47
48,60,35,22,10.68
42,54,30,23,10.91
43,56,30,8,8.61
49,62,36,12,7.21
48,59,37,10,6.78
53,65,40,14,5.54
51,65,37,13,6.02
49,62,36,12,6.21
48,60,34,13,6.95
49,63,35,11,6.37
58,67,49,17,13.47
61,69,52,11,10.02
59,69,50,11,10.48
61,69,52,10,8.2
53,62,43,13,5.05
45,60,30,20,5.6
53,64,42,25,5.32
56,69,42,26,2.95
53,66,39,19,5.4
55,64,45,18,4.84
49,64,32,29,4.94
54,65,44,25,5.6
50,65,34,14,3.02
46,56,35,10,7.94
52,66,38,19,3.57
54,65,42,15,4.7
53,66,40,17,5.67
50,63,37,15,4.75
50,65,35,20,1.84
80,85,75,15,4.58
48,58,37,12,9.5
60,71,48,9,6.38
61,71,51,8,8.14
63,73,51,9,6.61
59,70,47,10,5.85
49,62,34,17,11
51,65,36,20,9.51
49,62,36,25,9.5
48,61,35,25,9.95
56,69,43,19,12.04
56,72,40,7,2.77
61,73,48,18,2.61
59,72,46,10,4.75
59,69,48,12,4.24
60,73,47,11,3.9
62,70,54,10,7.54
62,74,50,10,5.95
61,74,47,11,1.8
63,72,54,16,9.12
55,66,43,16,13.91
68,76,59,13,7.57
69,77,60,18,3.84
73,80,66,13,10.22
76,82,69,9,9.6
61,69,51,14,10.82
68,74,61,12,8.77
75,82,68,9,12.38
54,68,39,16,13.68
67,74,59,8,7.72
67,75,58,8,7.34
73,83,62,15,7.42
63,76,50,20,7.55
67,74,58,7,7.7
72,76,68,13,11.24
73,78,67,17,9.02
61,72,48,15,10.24
65,76,53,16,9.44
66,76,55,11,7.28
71,79,62,9,8.7
71,78,64,13,9.5
65,74,56,18,7.45
60,69,51,9,8.71
52,62,41,20,5.65
55,68,41,16,4.54
44,56,31,25,6.97
53,67,38,10,4.17
53,60,46,9,11.01
53,66,39,9,5.81
55,68,41,16,4.54
48,57,39,9,9.84
56,67,44,15,5.64
47,61,33,19,4.11
54,66,41,17,3.9
50,62,38,16,4.04
50,59,41,17,4.2
54,62,45,21,5.37
51,60,40,16,6.25
54,69,39,25,2.92
54,67,40,17,6.55
58,73,42,15,4.34
50,69,31,24,3.21
58,72,44,12,5.37
46,58,34,17,6.24
55,67,43,18,9.68
49,63,35,17,6.9
45,53,36,13,5.78
44,58,32,14,10.41
43,52,34,28,12.78
46,59,34,25,4.5
42,51,31,18,8.7
46,60,32,31,7.04
66,79,53,22,3.17
67,79,53,14,4.21
69,80,57,19,5.11
68,82,54,17,2.45
45,54,33,15,5.04
50,57,43,24,3.65
45,56,34,8,14.91
37,47,26,13,5.67
41,45,37,13,18.21
42,51,33,14,2.25
44,56,32,16,7.6
46,60,32,8,5.44
41,54,28,18,4.51
60,60,60,24,2.22
45,53,37,13,3.2
43,50,36,9,8.24
46,54,38,23,2.84
43,54,32,7,6.35
49,54,42,20,4.82
45,55,35,9,8.78
43,47,39,7,14.5
31,37,23,16,8.54
43,56,29,17,2.58
39,46,32,13,9.44
41,55,25,15,2.5
46,57,35,11,5.95
60,60,60,7,2.32
60,60,60,0,0
60,60,60,23,6.03
48,55,42,20,3.38
49,57,42,13,7.77
40,43,36,9,14.45
44,58,30,18,1.87
38,55,27,12,5.57
13,17,9,7,16.11
60,60,60,22,1.94
44,52,35,12,2.82
65,85,43,25,6.01
64,81,47,18,8.5
77,91,64,17,2.78
73,89,56,20,3.78
57,78,35,20,5.77
65,76,54,19,4.34
63,74,51,20,5.68
66,74,58,0,0
69,83,56,33,4.94
59,78,38,26,4.28
68,84,51,19,8.22
65,77,52,25,3.82
56,62,49,0,0
68,81,54,20,4.68
63,72,54,28,6.47
69,81,57,26,4.58
67,75,57,25,6.71
63,76,50,23,6.4
64,76,50,18,3.48
64,77,50,23,4.58
62,73,50,24,4.71
69,77,61,29,5.44
62,70,54,26,10.94
61,72,50,22,10.71
62,75,48,24,4.11
63,78,47,30,7.11
63,78,49,29,5.88
42,57,27,21,5.18
49,62,35,17,4.51
46,61,30,21,4.84
48,60,36,20,7.48
53,66,39,19,5.82
54,69,39,14,4.05
58,68,47,25,5.25
56,71,41,23,5.4
60,73,46,27,5.92
60,73,46,27,5.92
71,80,61,11,5.31
77,83,70,11,11.35
68,82,54,13,4.31
68,81,54,13,5.75
76,81,71,16,10.27
76,83,70,10,9.28
72,84,61,11,7.98
70,79,62,17,6.21
69,84,54,16,2.88
75,84,65,14,4.7
73,81,64,11,8.9
77,83,70,11,10.84
66,81,51,15,3.3
67,80,52,19,1.5
67,78,56,19,4.75
66,82,49,17,2.64
64,78,51,17,2.6
68,81,54,17,5.2
74,79,68,23,2.71
77,83,70,5,10.95
76,84,68,6,12.98
75,81,68,4,12.31
76,82,71,6,14.31
60,73,46,23,6.32
62,76,48,20,1.62
52,67,37,16,7.62
56,67,45,10,7.34
59,72,45,11,5.38
62,73,50,12,5.5
62,72,52,18,6.41
58,71,45,13,6.54
63,74,51,17,6.77
63,75,51,19,3.81
59,70,47,17,6.58
63,74,51,16,4.2
58,69,46,18,6.74
58,68,47,16,7.14
61,70,51,19,7.07
57,67,46,12,7.08
56,66,45,23,9.11
57,68,46,15,7.91
59,69,48,23,10.04
56,68,43,21,9.47
52,66,37,25,9.67
61,74,47,20,8.1
62,71,53,21,6.14
61,73,49,19,9.92
63,75,51,15,4.17
66,78,53,19,0.8
64,77,51,17,4.02
68,79,56,19,3.51
64,77,51,19,3.68
71,81,60,14,5.2
70,78,62,16,6.6
73,81,66,20,7.4
69,78,60,17,3.67
70,80,59,20,3.87
48,61,35,25,7.18
43,56,31,31,8.22
50,62,38,25,5.11
62,75,48,22,4.44
60,75,45,21,5.12
54,63,45,15,4.25
55,65,44,21,6.68
46,57,34,17,5.52
54,65,43,13,5.4
54,66,41,12,6.54
56,67,45,13,6.9
50,62,37,18,4.68
54,65,43,12,6.57
41,53,29,0,0
54,64,43,20,6.6
44,53,34,20,4.35
43,52,35,8,11
43,54,32,9,6.01
57,66,48,12,8.18
56,66,46,14,9.62
54,64,44,11,6.6
68,77,59,16,5.64
68,78,57,16,3.92
70,79,61,19,6.38
69,82,56,16,3.62
68,80,56,21,4.67
66,79,53,16,3.44
67,78,54,17,3.98
64,75,52,19,5.1
64,74,53,19,7.18
61,70,52,19,8.01
62,73,51,19,7.95
62,74,51,21,8.01
61,70,51,19,7.7
67,77,57,19,6.51
53,62,43,19,5.11
48,63,33,22,4.7
49,64,33,22,9.38
50,65,35,14,4.71
52,64,39,8,13.97
50,65,35,20,3.45
51,67,36,7,7.77
54,68,39,28,4.07
55,71,38,11,3.51
54,64,43,14,8.45
55,71,39,23,3.7
56,66,45,25,9.98
60,70,49,19,9.87
55,65,44,25,10.78
52,66,38,24,8.17
60,69,51,21,9.92
51,65,36,23,6.64
49,64,33,26,9.07
52,66,38,21,9.35
46,63,28,17,8.54
49,66,32,16,5.54
73,85,61,17,5.3
66,81,50,19,7.4
57,71,42,23,5.95
51,70,31,18,4.81
53,68,37,27,5.57
60,60,60,28,31.42
58,71,45,20,5.04
63,75,50,27,7.47
59,73,44,20,6.38
54,69,39,23,9.41
64,81,47,22,6.17
55,68,41,21,6.21
51,63,40,31,6.74
53,63,42,11,6.54
52,66,39,13,5.55
57,67,47,26,7.21
62,71,52,23,6.6
52,64,39,18,5.91
52,65,38,28,5.62
61,74,48,21,4.55
63,71,55,19,5.71
66,79,53,19,4.68
66,77,54,21,5.31
65,77,52,23,3.52
66,78,54,20,4.61
66,79,53,17,6.28
49,61,37,6,11.77
46,58,34,10,12.12
50,59,41,13,10.44
48,58,38,12,12.02
50,60,38,10,10.4
57,67,45,19,5.58
55,65,44,13,5.65
60,71,49,21,4.64
61,72,49,14,5.9
56,67,44,19,5.72
54,65,43,10,5.71
55,67,42,24,5.32
61,75,47,22,10.27
63,73,52,24,8.65
63,74,51,24,6.12
65,75,55,22,6.51
56,63,47,24,4.71
48,69,32,23,5.2
58,70,45,21,3.2
60,72,47,31,2.6
61,75,46,20,7.07
62,74,51,24,3.07
53,70,35,28,4.51
60,72,47,24,3.08
58,73,43,28,4.78
51,62,40,12,6.01
59,72,46,26,4.05
62,74,50,27,6.58
60,71,49,25,4.95
55,69,41,27,5.45
55,70,40,25,3.4
80,85,75,7,6.54
56,68,43,22,5.41
66,80,52,12,3.72
69,82,55,22,5.21
69,83,55,20,4.04
66,79,53,17,3.82
53,66,40,13,10.37
53,66,41,24,8.24
52,65,39,24,9.02
51,63,38,25,9.84
55,66,43,18,8.64
62,77,46,22,2.55
67,80,54,18,2.54
63,75,51,22,3.3
67,79,54,18,3.71
67,79,54,19,3.85
68,77,59,17,4.85
67,80,53,24,4
66,80,52,15,1.17
64,73,54,24,6.81
59,73,45,17,9.18
69,79,58,7,3.87
70,80,60,12,1.9
71,79,62,16,6.02
76,85,68,10,7.24
64,76,52,13,7.57
70,79,61,18,3.95
75,83,68,10,8.28
58,71,43,18,8.87
69,78,60,21,5.75
70,78,60,20,6.45
72,80,64,14,6.65
70,84,56,20,7.45
69,77,60,19,6.27
72,77,67,16,7.97
72,79,64,16,3.57
64,78,50,12,7.88
68,81,55,12,8.92
65,76,55,10,6.1
71,80,61,8,4.84
72,81,62,13,5.28
68,78,58,17,4.74
64,75,54,26,7.55
60,71,49,16,5.57
64,77,50,22,4.85
49,61,38,32,6.78
62,75,47,15,3.6
62,74,51,13,6.38
63,77,48,22,6.22
64,77,50,22,4.85
59,71,47,19,5.57
64,75,53,22,6
58,74,41,14,3.27
63,78,48,13,5.28
58,72,42,16,3.51
56,65,46,21,3.35
62,72,51,24,5.14
61,74,49,16,4.75
63,79,47,26,4.97
59,71,46,26,4.77
65,79,50,25,3.1
57,72,42,24,3.27
66,79,51,17,3.41
51,60,41,6,7.81
59,70,48,18,6.1
55,67,42,12,5.7
50,59,41,7,7.45
46,60,32,25,5.21
46,57,33,28,7.47
49,60,37,19,3
44,57,30,23,8.28
49,61,36,26,7.97
70,76,63,19,2
71,78,63,19,4.5
74,80,68,15,6.5
77,85,69,17,1.6
44,49,39,16,5.7
54,59,49,14,12.7
47,58,35,35,4.9
47,57,36,3,3.2
41,44,37,29,16.9
43,47,38,10,7.2
46,56,36,18,14.1
50,63,36,4,1.4
41,53,28,17,8.5
60,60,60,14,2.4
44,51,37,8,6.3
44,52,35,12,2.1
46,47,44,12,7
44,52,35,5,9.3
52,56,48,14,12.9
46,58,34,2,2.5
44,47,41,32,4.7
30,34,25,29,14.1
48,61,34,19,1.6
40,46,34,28,2.6
43,60,26,16,1.3
44,50,38,13,13
60,60,60,9,4.05
60,60,60,0,0
60,60,60,18,8.31
48,50,46,13,1.7
49,53,45,20,6.7
34,37,31,30,5
46,57,34,5,2.6
51,61,41,9,3.7
28,31,25,6,4.3
60,60,60,9,8.5
45,47,42,11,6.8
59,75,42,23,4.9
59,72,45,10,3.4
69,79,59,11,3.7
